x,y,topics,cluster,Freq
-0.004577526247521866,0.23405009500496973,0,1,5.099908825660006
-0.21146162042534425,-0.015882731981553436,1,1,7.5021558094020095
0.14985904255674035,0.06913874241610277,2,1,10.359749699958957
0.07368484686374034,0.2102904014713244,3,1,13.230970687783966
0.22040944679967195,-0.22452628123554152,4,1,8.750124171610816
-0.20276565500869334,-0.025198629377118954,5,1,6.638884869008733
0.15068573011247405,-0.20337408786075875,6,1,11.231603532050178
0.03612304841681869,0.1545245902745866,7,1,8.536264308691882
0.14256190406305735,0.09452439463367066,8,1,8.695163451122216
0.004437783792655834,-0.09106801902146691,9,1,4.8985210117606215
-0.11070380622751819,-0.16022531911362814,10,1,13.475430003209201
-0.2482531946960819,-0.042253155210586174,11,1,1.5812236297414097
