x,y,topics,cluster,Freq
0.2775155058430415,0.08098190352963663,0,1,9.776054355817122
0.0006193227683458479,-0.24955128304030577,1,1,9.285273142046453
-0.08947586722964479,-0.05806931058951095,2,1,4.563898182097508
-0.06979848557201991,-0.021668789778194288,3,1,1.8550521355702205
0.00269792030084493,-0.1896732840338963,4,1,18.286623465240336
-0.15555324075804416,-0.09602039765184837,5,1,13.060707071277477
-0.18682761794118205,0.16376200640066138,6,1,9.672235538332979
0.11197480272504494,-0.06756063960726938,7,1,15.733684877041403
-0.1724265196513197,0.2830796069760843,8,1,10.215708862892864
0.28127417951493316,0.15472018779464228,9,1,7.550762369683636
