x,y,topics,cluster,Freq
-0.013156526651963199,0.31032499950715436,0,1,7.109724436262617
0.2455634309187619,-0.09778384538603645,1,1,11.284930820167736
-0.1731948805765783,-0.19393368866269442,2,1,8.580986942904492
-0.18766230914423712,0.174970211398543,3,1,17.224313266867426
0.1284860778492713,-0.20494726217750986,4,1,11.425742948976954
-0.2298389256765988,-0.1484195745795471,5,1,12.791564955197233
0.25562784241049374,0.08416591110020234,6,1,21.549293579668348
-0.025824709129149786,0.07562324879988765,7,1,10.033443049955197
